Datetime,Turbidity,RoundedTime,Receive,Value,Unit,Data Quality
2025-05-28 13:26:56,40.75,2025-05-28 13:30:00,2025-05-28 13:35:09,0.01,in,A
2025-05-28 13:26:56,40.75,2025-05-28 13:30:00,2025-05-28 13:30:15,0.01,in,A
2025-05-28 13:26:56,40.75,2025-05-28 13:30:00,2025-05-28 13:30:15,0.01,in,A
2025-05-28 13:26:56,40.75,2025-05-28 13:30:00,2025-05-28 13:30:15,0.01,in,A
2025-05-28 13:26:56,40.75,2025-05-28 13:30:00,2025-05-28 13:30:15,0.01,in,A
2025-05-28 13:26:56,40.75,2025-05-28 13:30:00,2025-05-28 13:30:15,0.01,in,A
2025-05-28 13:26:56,40.75,2025-05-28 13:30:00,2025-05-28 13:30:15,0.01,in,A
2025-05-28 13:41:56,44.74,2025-05-28 13:45:00,,,,
2025-05-28 14:11:57,39.07,2025-05-28 14:15:00,,,,
2025-05-28 14:26:57,38.98,2025-05-28 14:30:00,,,,
2025-05-28 14:41:57,40.33,2025-05-28 14:45:00,,,,
2025-05-28 15:11:57,40.1,2025-05-28 15:15:00,,,,
2025-05-28 15:26:58,38.69,2025-05-28 15:30:00,,,,
2025-05-28 15:41:58,36.7,2025-05-28 15:45:00,,,,
2025-05-28 16:11:57,37.49,2025-05-28 16:15:00,,,,
2025-05-28 16:26:57,38.07,2025-05-28 16:30:00,,,,
2025-05-28 16:41:57,37.35,2025-05-28 16:45:00,,,,
2025-05-28 17:11:57,39.26,2025-05-28 17:15:00,,,,
2025-05-28 17:26:58,38.59,2025-05-28 17:30:00,,,,
2025-05-28 17:41:58,37.95,2025-05-28 17:45:00,,,,
2025-05-29 07:12:02,37.28,2025-05-29 07:15:00,,,,
2025-05-29 07:27:02,38.68,2025-05-29 07:30:00,,,,
2025-05-29 07:42:01,38.5,2025-05-29 07:45:00,,,,
2025-05-29 08:12:01,39.79,2025-05-29 08:15:00,,,,
2025-05-29 08:27:02,38.96,2025-05-29 08:30:00,,,,
2025-05-29 08:42:01,44.8,2025-05-29 08:45:00,,,,
2025-05-29 09:12:02,39.64,2025-05-29 09:15:00,,,,
2025-05-29 09:27:01,42.17,2025-05-29 09:30:00,,,,
2025-05-29 09:42:01,45.44,2025-05-29 09:45:00,,,,
2025-05-29 10:12:01,51.08,2025-05-29 10:15:00,,,,
2025-05-29 10:27:02,42.84,2025-05-29 10:30:00,,,,
2025-05-29 10:41:56,40.46,2025-05-29 10:45:00,,,,
2025-05-29 10:42:13,40.46,2025-05-29 10:45:00,,,,
2025-05-29 10:42:30,40.46,2025-05-29 10:45:00,,,,
2025-05-29 10:47:40,40.46,2025-05-29 10:45:00,,,,
2025-05-29 10:47:56,40.46,2025-05-29 10:45:00,,,,
2025-05-29 10:48:13,40.46,2025-05-29 10:45:00,,,,
2025-05-29 11:09:44,42.55,2025-05-29 11:15:00,,,,
2025-05-29 11:24:44,50.85,2025-05-29 11:30:00,,,,
2025-05-29 11:39:44,42.63,2025-05-29 11:45:00,,,,
2025-05-29 12:09:44,44.35,2025-05-29 12:15:00,,,,
2025-05-29 12:24:44,44.78,2025-05-29 12:30:00,,,,
2025-05-29 12:39:44,45.43,2025-05-29 12:45:00,,,,
2025-05-29 13:09:44,47.06,2025-05-29 13:15:00,,,,
2025-05-29 13:24:45,45.24,2025-05-29 13:30:00,,,,
2025-05-29 13:39:45,36.28,2025-05-29 13:45:00,,,,
2025-05-29 14:09:45,42.17,2025-05-29 14:15:00,,,,
2025-05-29 14:24:45,37.29,2025-05-29 14:30:00,,,,
2025-05-29 14:39:45,33.82,2025-05-29 14:45:00,,,,
2025-05-29 15:09:46,34.57,2025-05-29 15:15:00,,,,
2025-05-29 15:24:46,39.61,2025-05-29 15:30:00,,,,
2025-05-29 15:39:45,39.51,2025-05-29 15:45:00,,,,
2025-05-29 16:09:45,41.4,2025-05-29 16:15:00,,,,
2025-05-29 16:24:45,41.48,2025-05-29 16:30:00,,,,
2025-05-29 16:39:45,40.5,2025-05-29 16:45:00,,,,
2025-05-29 17:09:45,41.59,2025-05-29 17:15:00,,,,
2025-05-29 17:14:46,41.59,2025-05-29 17:15:00,,,,
2025-05-29 17:24:45,42.31,2025-05-29 17:30:00,,,,
2025-05-29 17:39:45,40.33,2025-05-29 17:45:00,,,,
2025-05-30 07:09:49,71.92,2025-05-30 07:15:00,,,,
2025-05-30 07:24:49,83.13,2025-05-30 07:30:00,,,,
2025-05-30 08:24:48,100.16,2025-05-30 08:30:00,,,,
2025-05-30 08:39:48,91.48,2025-05-30 08:45:00,,,,
2025-05-30 09:09:49,87.28,2025-05-30 09:15:00,,,,
2025-06-01 07:24:59,61.41,2025-06-01 07:30:00,,,,
2025-06-01 09:09:59,37.18,2025-06-01 09:15:00,,,,
2025-06-01 09:25:00,39.48,2025-06-01 09:30:00,,,,
2025-06-01 09:39:59,47.52,2025-06-01 09:45:00,,,,
2025-06-01 10:09:59,49.21,2025-06-01 10:15:00,,,,
2025-06-01 10:24:59,45.68,2025-06-01 10:30:00,,,,
2025-06-01 10:39:59,37.24,2025-06-01 10:45:00,,,,
2025-06-01 11:10:00,41.0,2025-06-01 11:15:00,,,,
2025-06-01 11:25:00,46.43,2025-06-01 11:30:00,,,,
2025-06-01 11:40:00,44.24,2025-06-01 11:45:00,,,,
2025-06-01 12:10:00,39.03,2025-06-01 12:15:00,,,,
2025-06-01 12:25:00,40.27,2025-06-01 12:30:00,,,,
2025-06-01 12:40:00,39.98,2025-06-01 12:45:00,,,,
2025-06-01 13:25:01,35.91,2025-06-01 13:30:00,,,,
2025-06-01 13:36:49,35.91,2025-06-01 13:30:00,,,,
2025-06-01 13:40:01,34.09,2025-06-01 13:45:00,,,,
2025-06-01 14:10:01,83.5,2025-06-01 14:15:00,,,,
2025-06-01 14:25:01,34.59,2025-06-01 14:30:00,,,,
2025-06-01 14:26:35,34.59,2025-06-01 14:30:00,,,,
2025-06-01 14:27:21,34.59,2025-06-01 14:30:00,,,,
2025-06-01 15:10:02,59.17,2025-06-01 15:15:00,,,,
2025-06-01 15:25:02,35.13,2025-06-01 15:30:00,,,,
2025-06-01 15:40:02,99.96,2025-06-01 15:45:00,,,,
2025-06-01 16:10:03,35.79,2025-06-01 16:15:00,,,,
2025-06-01 16:25:03,38.78,2025-06-01 16:30:00,,,,
2025-06-01 16:40:02,33.62,2025-06-01 16:45:00,,,,
2025-06-01 17:10:02,32.06,2025-06-01 17:15:00,,,,
2025-06-01 17:25:03,34.44,2025-06-01 17:30:00,,,,
2025-06-01 17:40:03,32.91,2025-06-01 17:45:00,,,,
2025-06-02 06:55:05,30.98,2025-06-02 07:00:00,,,,
2025-06-02 07:10:05,28.87,2025-06-02 07:15:00,,,,
2025-06-02 07:25:05,56.56,2025-06-02 07:30:00,,,,
2025-06-02 07:40:05,28.86,2025-06-02 07:45:00,,,,
2025-06-02 07:55:06,29.39,2025-06-02 08:00:00,,,,
2025-06-02 08:10:06,29.09,2025-06-02 08:15:00,,,,
2025-06-02 08:25:05,28.41,2025-06-02 08:30:00,,,,
2025-06-02 08:40:05,28.51,2025-06-02 08:45:00,,,,
2025-06-02 09:10:06,31.31,2025-06-02 09:15:00,,,,
2025-06-02 09:25:05,33.2,2025-06-02 09:30:00,,,,
2025-06-02 09:33:14,33.2,2025-06-02 09:30:00,,,,
2025-06-02 09:40:06,32.03,2025-06-02 09:45:00,,,,
2025-06-02 09:55:05,31.57,2025-06-02 10:00:00,,,,
2025-06-02 10:10:05,45.1,2025-06-02 10:15:00,,,,
2025-06-02 10:25:05,30.66,2025-06-02 10:30:00,,,,
2025-06-02 10:40:05,37.8,2025-06-02 10:45:00,,,,
2025-06-02 10:55:05,33.09,2025-06-02 11:00:00,,,,
2025-06-02 11:10:06,37.11,2025-06-02 11:15:00,,,,
2025-06-02 11:25:06,31.82,2025-06-02 11:30:00,,,,
2025-06-02 11:40:06,41.81,2025-06-02 11:45:00,,,,
2025-06-02 11:55:06,29.69,2025-06-02 12:00:00,,,,
2025-06-02 12:10:06,27.54,2025-06-02 12:15:00,,,,
2025-06-02 12:25:06,29.49,2025-06-02 12:30:00,,,,
2025-06-02 12:26:09,29.49,2025-06-02 12:30:00,,,,
2025-06-02 12:40:06,41.59,2025-06-02 12:45:00,,,,
2025-06-02 12:55:06,29.59,2025-06-02 13:00:00,,,,
2025-06-02 13:10:06,28.67,2025-06-02 13:15:00,,,,
2025-06-02 13:25:06,30.69,2025-06-02 13:30:00,,,,
2025-06-02 13:40:06,28.46,2025-06-02 13:45:00,,,,
2025-06-02 13:55:07,29.57,2025-06-02 14:00:00,,,,
2025-06-02 14:10:07,31.26,2025-06-02 14:15:00,,,,
2025-06-02 14:25:07,31.55,2025-06-02 14:30:00,,,,
2025-06-02 14:40:07,37.04,2025-06-02 14:45:00,,,,
2025-06-02 14:55:07,28.17,2025-06-02 15:00:00,,,,
2025-06-02 14:56:26,28.17,2025-06-02 15:00:00,,,,
2025-06-02 15:10:08,28.66,2025-06-02 15:15:00,,,,
2025-06-02 15:25:08,28.32,2025-06-02 15:30:00,,,,
2025-06-02 15:40:08,28.68,2025-06-02 15:45:00,,,,
2025-06-02 15:55:08,29.61,2025-06-02 16:00:00,,,,
2025-06-02 16:10:08,36.63,2025-06-02 16:15:00,,,,
2025-06-02 16:25:08,29.54,2025-06-02 16:30:00,,,,
2025-06-02 16:40:09,83.92,2025-06-02 16:45:00,,,,
2025-06-02 16:55:09,30.44,2025-06-02 17:00:00,,,,
2025-06-02 17:10:09,33.47,2025-06-02 17:15:00,,,,
2025-06-02 17:25:09,27.95,2025-06-02 17:30:00,,,,
2025-06-02 17:40:09,29.19,2025-06-02 17:45:00,,,,
2025-06-03 06:55:11,28.1,2025-06-03 07:00:00,,,,
2025-06-03 07:10:11,28.26,2025-06-03 07:15:00,,,,
2025-06-03 07:25:11,27.59,2025-06-03 07:30:00,,,,
2025-06-03 07:40:10,29.13,2025-06-03 07:45:00,,,,
2025-06-03 07:55:10,29.21,2025-06-03 08:00:00,,,,
2025-06-03 08:10:10,27.9,2025-06-03 08:15:00,,,,
2025-06-03 08:25:10,31.06,2025-06-03 08:30:00,,,,
2025-06-03 08:32:42,31.06,2025-06-03 08:30:00,,,,
2025-06-03 08:40:10,28.59,2025-06-03 08:45:00,,,,
2025-06-03 08:55:11,28.24,2025-06-03 09:00:00,,,,
2025-06-03 09:10:11,36.66,2025-06-03 09:15:00,,,,
2025-06-03 09:25:10,37.95,2025-06-03 09:30:00,,,,
2025-06-03 09:40:10,29.64,2025-06-03 09:45:00,,,,
2025-06-03 10:10:10,29.34,2025-06-03 10:15:00,,,,
2025-06-03 10:25:10,28.37,2025-06-03 10:30:00,,,,
2025-06-03 10:40:11,29.88,2025-06-03 10:45:00,,,,
2025-06-03 10:43:54,29.88,2025-06-03 10:45:00,,,,
2025-06-03 10:55:12,31.49,2025-06-03 11:00:00,,,,
2025-06-03 11:10:12,27.34,2025-06-03 11:15:00,,,,
2025-06-03 11:25:12,32.97,2025-06-03 11:30:00,,,,
2025-06-03 11:40:12,28.29,2025-06-03 11:45:00,,,,
2025-06-03 11:55:12,29.36,2025-06-03 12:00:00,,,,
2025-06-03 12:10:12,28.66,2025-06-03 12:15:00,,,,
2025-06-03 12:25:13,30.64,2025-06-03 12:30:00,,,,
2025-06-03 12:40:13,53.31,2025-06-03 12:45:00,,,,
2025-06-03 12:55:13,28.84,2025-06-03 13:00:00,,,,
2025-06-03 13:10:13,28.5,2025-06-03 13:15:00,,,,
2025-06-03 13:25:13,29.23,2025-06-03 13:30:00,,,,
2025-06-03 13:40:13,28.97,2025-06-03 13:45:00,,,,
2025-06-03 13:55:13,29.54,2025-06-03 14:00:00,,,,
2025-06-03 14:10:13,29.54,2025-06-03 14:15:00,,,,
2025-06-03 14:25:13,29.07,2025-06-03 14:30:00,,,,
2025-06-03 14:40:13,29.62,2025-06-03 14:45:00,,,,
2025-06-03 14:55:14,28.36,2025-06-03 15:00:00,,,,
2025-06-03 15:10:14,29.51,2025-06-03 15:15:00,,,,
2025-06-03 15:25:14,41.81,2025-06-03 15:30:00,,,,
2025-06-03 15:40:13,29.01,2025-06-03 15:45:00,,,,
2025-06-03 15:55:13,27.82,2025-06-03 16:00:00,,,,
2025-06-03 16:10:13,28.11,2025-06-03 16:15:00,,,,
2025-06-03 16:25:13,27.56,2025-06-03 16:30:00,,,,
2025-06-03 16:40:13,46.07,2025-06-03 16:45:00,,,,
2025-06-03 16:55:13,30.14,2025-06-03 17:00:00,,,,
2025-06-03 17:10:13,29.42,2025-06-03 17:15:00,,,,
2025-06-03 17:25:13,29.38,2025-06-03 17:30:00,,,,
2025-06-03 17:40:13,28.77,2025-06-03 17:45:00,,,,
2025-06-04 06:55:17,28.85,2025-06-04 07:00:00,,,,
2025-06-04 07:10:17,28.79,2025-06-04 07:15:00,,,,
2025-06-04 07:25:17,50.07,2025-06-04 07:30:00,,,,
2025-06-04 07:40:16,91.23,2025-06-04 07:45:00,,,,
2025-06-04 07:55:16,30.04,2025-06-04 08:00:00,,,,
2025-06-04 08:10:16,28.21,2025-06-04 08:15:00,,,,
2025-06-04 08:25:16,32.92,2025-06-04 08:30:00,,,,
2025-06-04 08:40:16,28.5,2025-06-04 08:45:00,,,,
2025-06-04 08:55:17,28.14,2025-06-04 09:00:00,,,,
2025-06-04 09:10:16,28.45,2025-06-04 09:15:00,,,,
2025-06-04 09:25:17,30.79,2025-06-04 09:30:00,,,,
2025-06-04 09:40:17,83.04,2025-06-04 09:45:00,,,,
2025-06-04 09:55:17,27.25,2025-06-04 10:00:00,,,,
2025-06-04 10:10:16,27.7,2025-06-04 10:15:00,,,,
2025-06-04 10:25:16,27.66,2025-06-04 10:30:00,,,,
2025-06-04 10:40:16,27.3,2025-06-04 10:45:00,,,,
2025-06-04 10:55:16,28.21,2025-06-04 11:00:00,,,,
2025-06-04 11:10:16,28.56,2025-06-04 11:15:00,,,,
2025-06-04 11:25:16,29.68,2025-06-04 11:30:00,,,,
2025-06-04 11:40:17,28.36,2025-06-04 11:45:00,,,,
2025-06-04 12:10:17,28.08,2025-06-04 12:15:00,,,,
2025-06-04 12:25:17,27.65,2025-06-04 12:30:00,,,,
2025-06-04 12:40:17,29.63,2025-06-04 12:45:00,,,,
2025-06-04 12:55:17,31.64,2025-06-04 13:00:00,,,,
2025-06-04 13:10:17,30.93,2025-06-04 13:15:00,,,,
2025-06-04 13:25:17,29.73,2025-06-04 13:30:00,,,,
2025-06-04 13:40:17,28.29,2025-06-04 13:45:00,,,,
2025-06-04 13:55:17,31.08,2025-06-04 14:00:00,,,,
2025-06-04 14:10:17,28.18,2025-06-04 14:15:00,,,,
2025-06-04 14:25:18,29.18,2025-06-04 14:30:00,,,,
2025-06-04 14:40:18,29.31,2025-06-04 14:45:00,,,,
2025-06-04 14:55:18,28.75,2025-06-04 15:00:00,,,,
2025-06-04 15:10:18,28.62,2025-06-04 15:15:00,,,,
2025-06-04 15:25:18,27.26,2025-06-04 15:30:00,,,,
2025-06-04 15:40:18,27.64,2025-06-04 15:45:00,,,,
2025-06-04 15:55:18,28.7,2025-06-04 16:00:00,,,,
2025-06-04 16:10:19,30.34,2025-06-04 16:15:00,,,,
2025-06-04 16:25:19,29.83,2025-06-04 16:30:00,,,,
2025-06-04 16:40:19,29.29,2025-06-04 16:45:00,,,,
2025-06-04 16:55:19,28.41,2025-06-04 17:00:00,,,,
2025-06-04 17:10:19,28.39,2025-06-04 17:15:00,,,,
2025-06-04 17:25:19,28.18,2025-06-04 17:30:00,,,,
2025-06-04 17:40:19,34.76,2025-06-04 17:45:00,,,,
2025-06-05 06:55:21,28.46,2025-06-05 07:00:00,,,,
2025-06-05 07:10:21,29.45,2025-06-05 07:15:00,,,,
2025-06-05 07:25:20,32.63,2025-06-05 07:30:00,,,,
2025-06-05 07:40:20,29.86,2025-06-05 07:45:00,,,,
2025-06-05 07:55:20,28.24,2025-06-05 08:00:00,,,,
2025-06-05 08:10:20,100.81,2025-06-05 08:15:00,,,,
2025-06-05 08:25:21,28.4,2025-06-05 08:30:00,,,,
2025-06-05 08:40:21,33.23,2025-06-05 08:45:00,,,,
2025-06-05 08:55:20,29.91,2025-06-05 09:00:00,,,,
2025-06-05 09:10:20,29.63,2025-06-05 09:15:00,,,,
2025-06-05 09:25:20,28.78,2025-06-05 09:30:00,,,,
2025-06-05 09:40:20,33.41,2025-06-05 09:45:00,,,,
2025-06-05 09:55:20,28.13,2025-06-05 10:00:00,,,,
2025-06-05 10:10:21,29.0,2025-06-05 10:15:00,,,,
2025-06-05 10:25:21,35.26,2025-06-05 10:30:00,,,,
2025-06-05 10:40:21,28.42,2025-06-05 10:45:00,,,,
2025-06-05 11:10:20,31.04,2025-06-05 11:15:00,,,,
2025-06-05 11:25:20,30.04,2025-06-05 11:30:00,,,,
2025-06-05 11:40:20,28.98,2025-06-05 11:45:00,,,,
2025-06-05 11:55:20,28.87,2025-06-05 12:00:00,,,,
2025-06-05 12:10:20,30.02,2025-06-05 12:15:00,,,,
2025-06-05 12:25:20,31.82,2025-06-05 12:30:00,,,,
2025-06-05 12:40:21,28.68,2025-06-05 12:45:00,,,,
2025-06-05 12:55:21,28.94,2025-06-05 13:00:00,,,,
2025-06-05 13:10:21,29.93,2025-06-05 13:15:00,,,,
2025-06-05 13:25:21,30.95,2025-06-05 13:30:00,,,,
2025-06-05 13:40:21,28.79,2025-06-05 13:45:00,,,,
2025-06-05 13:55:21,27.65,2025-06-05 14:00:00,,,,
2025-06-05 14:10:21,29.27,2025-06-05 14:15:00,,,,
2025-06-05 14:25:21,28.48,2025-06-05 14:30:00,,,,
2025-06-05 14:40:21,28.72,2025-06-05 14:45:00,,,,
2025-06-05 14:55:21,30.4,2025-06-05 15:00:00,,,,
2025-06-05 15:10:21,32.34,2025-06-05 15:15:00,,,,
2025-06-05 15:25:22,29.81,2025-06-05 15:30:00,,,,
2025-06-05 15:40:22,30.39,2025-06-05 15:45:00,,,,
2025-06-05 15:55:22,29.07,2025-06-05 16:00:00,,,,
2025-06-05 16:10:21,30.83,2025-06-05 16:15:00,,,,
2025-06-05 16:25:21,31.13,2025-06-05 16:30:00,,,,
2025-06-05 16:40:21,32.54,2025-06-05 16:45:00,,,,
2025-06-05 17:10:22,34.34,2025-06-05 17:15:00,,,,
2025-06-05 17:21:31,34.34,2025-06-05 17:15:00,,,,
2025-06-05 17:25:22,61.93,2025-06-05 17:30:00,,,,
2025-06-05 17:34:20,61.93,2025-06-05 17:30:00,,,,
2025-06-05 17:40:22,62.3,2025-06-05 17:45:00,,,,
